State,District,Market,Commodity_Group,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price_Unit,Arrival_Quantity,Arrival_Unit,Date,current_price,day_of_week,day_of_month,month,quarter,day_of_year,week_of_year,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,price_change_1,price_change_7,price_change_30,target_1d
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-01-24,2750,5,24,1,1,24,4,2750.0,2750.0,2750.0,2750.0,3150.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,-400.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2026-01-25,2750,6,25,1,1,25,4,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2026-01-26,2750,0,26,1,1,26,5,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2026-01-27,2750,1,27,1,1,27,5,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-01-28,2750,2,28,1,1,28,5,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-01-29,2750,3,29,1,1,29,5,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.18,Metric Tonnes,2026-01-30,2750,4,30,1,1,30,5,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.19,Metric Tonnes,2026-01-31,2750,5,31,1,1,31,5,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-02-01,2750,6,1,2,1,32,5,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-02-02,2750,0,2,2,1,33,6,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.21,Metric Tonnes,2026-02-03,2750,1,3,2,1,34,6,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-02-04,2750,2,4,2,1,35,6,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-02-05,2750,3,5,2,1,36,6,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.18,Metric Tonnes,2026-02-06,2750,4,6,2,1,37,6,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.19,Metric Tonnes,2026-02-07,2750,5,7,2,1,38,6,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-02-08,2750,6,8,2,1,39,6,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.18,Metric Tonnes,2026-02-09,2750,0,9,2,1,40,7,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-02-10,2750,1,10,2,1,41,7,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.19,Metric Tonnes,2026-02-11,2750,2,11,2,1,42,7,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-02-12,2750,3,12,2,1,43,7,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.19,Metric Tonnes,2026-02-13,2750,4,13,2,1,44,7,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.21,Metric Tonnes,2026-02-14,2750,5,14,2,1,45,7,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-02-15,2750,6,15,2,1,46,7,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-02-16,2750,0,16,2,1,47,8,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,1750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1500,2000,1750,Rs./Quintal,0.22,Metric Tonnes,2026-02-17,1750,1,17,2,1,48,8,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,-1000.0,-1000.0,-1000.0,1750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1500,2000,1750,Rs./Quintal,0.21,Metric Tonnes,2026-02-18,1750,2,18,2,1,49,8,1750.0,2750.0,2750.0,2750.0,2750.0,2607.1428571428573,377.9644730092273,2678.5714285714284,267.2612419124244,2716.6666666666665,182.57418583505535,0.0,-1000.0,-1000.0,1750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1500,2000,1750,Rs./Quintal,0.22,Metric Tonnes,2026-02-19,1750,3,19,2,1,50,8,1750.0,2750.0,2750.0,2750.0,2750.0,2464.285714285714,487.95003647426665,2607.1428571428573,363.13651960128135,2683.3333333333335,253.7081317024624,0.0,-1000.0,-1000.0,1750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1500,2000,1750,Rs./Quintal,0.2,Metric Tonnes,2026-02-20,1750,4,20,2,1,51,8,1750.0,1750.0,2750.0,2750.0,2750.0,2321.4285714285716,534.5224838248488,2535.714285714286,425.81531362631995,2650.0,305.12857662936466,0.0,-1000.0,-1000.0,1750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1500,2000,1750,Rs./Quintal,0.22,Metric Tonnes,2026-02-21,1750,5,21,2,1,52,8,1750.0,1750.0,2750.0,2750.0,2750.0,2178.5714285714284,534.5224838248487,2464.285714285714,468.8072309384952,2616.6666666666665,345.7459036417604,0.0,-1000.0,-1000.0,1750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1500,2000,1750,Rs./Quintal,0.2,Metric Tonnes,2026-02-22,1750,6,22,2,1,53,8,1750.0,1750.0,2750.0,2750.0,2750.0,2035.7142857142858,487.95003647426626,2392.8571428571427,497.2451580988466,2583.3333333333335,379.04902178945173,0.0,-1000.0,-1000.0,1750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,1500,2000,1750,Rs./Quintal,0.21,Metric Tonnes,2026-02-23,1750,0,23,2,1,54,9,1750.0,1750.0,2750.0,2750.0,2750.0,1892.857142857143,377.96447300922654,2321.4285714285716,513.5525910130953,2550.0,406.8381021724863,0.0,-1000.0,-1000.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.22,Metric Tonnes,2026-02-24,2250,1,24,2,1,55,9,1750.0,1750.0,1750.0,2750.0,2750.0,1750.0,0.0,2250.0,518.8745216627705,2516.6666666666665,430.1830671520765,500.0,500.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.22,Metric Tonnes,2026-02-25,2250,2,25,2,1,56,9,2250.0,1750.0,1750.0,2750.0,2750.0,1821.4285714285713,188.98223650461364,2214.285714285714,498.6244815754369,2500.0,430.51693066150955,0.0,500.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.23,Metric Tonnes,2026-02-26,2250,3,26,2,1,57,9,2250.0,1750.0,1750.0,2750.0,2750.0,1892.857142857143,243.97501823713333,2178.5714285714284,474.6311465493229,2483.3333333333335,430.18306715207655,0.0,500.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.24,Metric Tonnes,2026-02-27,2250,4,27,2,1,58,9,2250.0,2250.0,1750.0,2750.0,2750.0,1964.2857142857142,267.2612419124244,2142.8571428571427,446.2911876519899,2466.6666666666665,429.1799183312877,0.0,500.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.25,Metric Tonnes,2026-02-28,2250,5,28,2,1,59,9,2250.0,2250.0,1750.0,2750.0,2750.0,2035.7142857142858,267.26124191242434,2107.1428571428573,412.7101529277778,2450.0,427.50277272744717,0.0,500.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.26,Metric Tonnes,2026-03-01,2250,6,1,3,1,60,9,2250.0,2250.0,1750.0,2750.0,2750.0,2107.1428571428573,243.97501823713313,2071.4285714285716,372.47317183424514,2433.3333333333335,425.14365388275735,0.0,500.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.25,Metric Tonnes,2026-03-02,2250,0,2,3,1,61,10,2250.0,2250.0,1750.0,2750.0,2750.0,2178.5714285714284,188.98223650461333,2035.7142857142858,323.1030863294309,2416.6666666666665,422.09112705697805,0.0,500.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.26,Metric Tonnes,2026-03-03,2250,1,3,3,1,62,10,2250.0,2250.0,2250.0,1750.0,2750.0,2250.0,0.0,2000.0,259.4372608313839,2400.0,418.33001326703794,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.25,Metric Tonnes,2026-03-04,2250,2,4,3,1,63,10,2250.0,2250.0,2250.0,1750.0,2750.0,2250.0,0.0,2035.7142857142858,256.7762955065464,2383.3333333333335,413.84099339733376,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.21,Metric Tonnes,2026-03-05,2250,3,5,3,1,64,10,2250.0,2250.0,2250.0,1750.0,2750.0,2250.0,0.0,2071.4285714285716,248.62257904942214,2366.6666666666665,408.60007707843846,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.2,Metric Tonnes,2026-03-06,2250,4,6,3,1,65,10,2250.0,2250.0,2250.0,1750.0,2750.0,2250.0,0.0,2107.1428571428573,234.40361546924646,2350.0,402.57789993644894,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.21,Metric Tonnes,2026-03-07,2250,5,7,3,1,66,10,2250.0,2250.0,2250.0,1750.0,2750.0,2250.0,0.0,2142.8571428571427,212.90765681315878,2333.3333333333335,395.7387969384591,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.22,Metric Tonnes,2026-03-08,2250,6,8,3,1,67,10,2250.0,2250.0,2250.0,1750.0,2750.0,2250.0,0.0,2178.5714285714284,181.5682598006394,2316.6666666666665,388.03957613068064,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.21,Metric Tonnes,2026-03-09,2250,0,9,3,1,68,11,2250.0,2250.0,2250.0,1750.0,2750.0,2250.0,0.0,2214.285714285714,133.63062095621052,2300.0,379.4278814760184,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.23,Metric Tonnes,2026-03-10,2250,1,10,3,1,69,11,2250.0,2250.0,2250.0,2250.0,2750.0,2250.0,0.0,2250.0,0.0,2283.3333333333335,369.83997782203386,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.21,Metric Tonnes,2026-03-11,2250,2,11,3,1,70,11,2250.0,2250.0,2250.0,2250.0,2750.0,2250.0,0.0,2250.0,0.0,2266.6666666666665,359.1977011420693,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.2,Metric Tonnes,2026-03-12,2250,3,12,3,1,71,11,2250.0,2250.0,2250.0,2250.0,2750.0,2250.0,0.0,2250.0,0.0,2250.0,347.404166889826,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.22,Metric Tonnes,2026-03-13,2250,4,13,3,1,72,11,2250.0,2250.0,2250.0,2250.0,2750.0,2250.0,0.0,2250.0,0.0,2233.3333333333335,334.3375677296864,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.23,Metric Tonnes,2026-03-14,2250,5,14,3,1,73,11,2250.0,2250.0,2250.0,2250.0,2750.0,2250.0,0.0,2250.0,0.0,2216.6666666666665,319.8419149747466,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.22,Metric Tonnes,2026-03-15,2250,6,15,3,1,74,11,2250.0,2250.0,2250.0,2250.0,2750.0,2250.0,0.0,2250.0,0.0,2200.0,303.71265912099426,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.23,Metric Tonnes,2026-03-16,2250,0,16,3,1,75,12,2250.0,2250.0,2250.0,2250.0,2750.0,2250.0,0.0,2250.0,0.0,2183.3333333333335,285.6732318616838,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.22,Metric Tonnes,2026-03-17,2250,1,17,3,1,76,12,2250.0,2250.0,2250.0,2250.0,2750.0,2250.0,0.0,2250.0,0.0,2166.6666666666665,265.3343152526173,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.23,Metric Tonnes,2026-03-18,2250,2,18,3,1,77,12,2250.0,2250.0,2250.0,2250.0,2750.0,2250.0,0.0,2250.0,0.0,2150.0,242.11709905575245,0.0,0.0,-500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.2,Metric Tonnes,2026-03-19,2250,3,19,3,1,78,12,2250.0,2250.0,2250.0,2250.0,1750.0,2250.0,0.0,2250.0,0.0,2133.3333333333335,215.09153357603984,0.0,0.0,500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.21,Metric Tonnes,2026-03-20,2250,4,20,3,1,79,12,2250.0,2250.0,2250.0,2250.0,1750.0,2250.0,0.0,2250.0,0.0,2150.0,203.41905108624468,0.0,0.0,500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.22,Metric Tonnes,2026-03-21,2250,5,21,3,1,80,12,2250.0,2250.0,2250.0,2250.0,1750.0,2250.0,0.0,2250.0,0.0,2166.6666666666665,189.5245108947273,0.0,0.0,500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.22,Metric Tonnes,2026-03-22,2250,6,22,3,1,81,12,2250.0,2250.0,2250.0,2250.0,1750.0,2250.0,0.0,2250.0,0.0,2183.3333333333335,172.8729518208816,0.0,0.0,500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.23,Metric Tonnes,2026-03-23,2250,0,23,3,1,82,13,2250.0,2250.0,2250.0,2250.0,1750.0,2250.0,0.0,2250.0,0.0,2200.0,152.56428831468372,0.0,0.0,500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.24,Metric Tonnes,2026-03-24,2250,1,24,3,1,83,13,2250.0,2250.0,2250.0,2250.0,1750.0,2250.0,0.0,2250.0,0.0,2216.6666666666665,126.85406585123265,0.0,0.0,500.0,2250.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2000,2500,2250,Rs./Quintal,0.23,Metric Tonnes,2026-03-25,2250,2,25,3,1,84,13,2250.0,2250.0,2250.0,2250.0,1750.0,2250.0,0.0,2250.0,0.0,2233.3333333333335,91.28709291752938,0.0,0.0,500.0,2250.0
